Set,Overall,Age,Height,Weight,International Reputation,Weak Foot,Skill Moves,Value,Wage
0,77,29,170,65,2,4,5,10500,41000
0,76,28,184,81,2,3,3,7500,42000
0,76,21,177,70,1,3,4,17000,12000
0,81,36,179,75,3,3,4,6500,20000
0,75,30,173,66,1,3,3,5500,13000
0,81,23,184,76,2,4,4,39500,60000
0,79,23,178,77,2,4,4,28000,47000
0,73,34,184,86,2,3,3,1400,7000
0,77,29,185,73,1,2,3,9500,21000
0,75,28,191,79,1,3,3,5500,31000
0,74,29,179,76,1,4,3,4100,1000
0,78,23,179,69,1,3,4,28000,27000
0,76,28,178,72,1,4,4,7500,75000
0,84,26,180,81,3,3,4,49500,185000
0,77,31,182,77,3,3,4,8500,40000
0,79,28,178,66,2,3,3,17500,30000
0,78,29,181,76,1,2,3,12500,15000
0,76,30,174,68,2,4,3,7000,24000
0,70,28,173,73,1,3,3,1600,5000
0,75,26,170,65,1,3,3,7000,10000
0,83,36,173,67,4,2,4,12000,37000
0,75,32,178,72,2,2,3,3900,29000
0,71,25,179,75,1,3,3,2200,600
0,81,35,183,71,3,3,4,5500,50000
0,78,24,179,70,1,2,3,18500,39000
0,78,23,181,79,1,3,3,18500,63000
0,74,28,186,79,1,3,3,4200,1000
0,73,27,187,78,2,2,4,3100,17000
0,82,35,175,77,3,4,4,12500,40000
0,73,29,177,75,1,3,3,3000,29000
0,77,30,173,71,1,5,4,10000,42000
0,78,22,177,77,1,3,3,31500,30000
0,75,29,182,74,2,3,3,4900,57000
0,76,24,187,74,1,3,3,11000,23000
0,74,26,189,79,2,3,2,5000,26000
0,84,26,184,79,3,2,2,46000,82000
0,74,24,172,68,1,3,3,6000,9000
0,74,28,174,72,1,3,3,3800,13000
0,68,29,180,77,1,4,3,1200,14000
0,78,24,175,70,1,3,2,21000,39000
0,84,31,163,59,4,4,4,35000,19000
0,82,25,178,74,1,4,4,36500,43000
0,73,25,180,76,1,3,4,3800,13000
0,75,21,179,70,1,3,2,12500,19000
0,77,24,188,80,1,3,2,22000,950
0,73,29,176,68,3,2,3,3000,14000
0,81,26,175,70,3,3,4,28000,69000
0,76,34,176,75,2,3,3,2800,11000
0,73,30,178,71,2,3,3,2600,36000
0,80,30,181,83,2,3,3,20500,55000
0,78,37,182,75,3,3,2,0.0,0
0,78,22,184,74,2,4,4,28500,44000
0,77,22,169,65,1,3,3,22500,23000
0,72,23,177,73,1,2,2,5000,17000
0,75,27,176,73,1,3,3,0.0,0
0,86,37,183,79,4,3,2,12000,115000
0,76,22,175,61,1,3,3,12000,33000
0,76,33,177,77,2,3,3,3900,34000
0,78,28,181,78,2,4,4,14000,79000
0,79,27,177,63,1,4,4,18500,57000
0,77,25,187,88,2,4,3,14000,49000
0,74,34,172,72,2,3,3,2000,22000
0,87,29,190,85,2,3,2,73500,250000
1,75,30,180,72,1,3,3,5500,7000
0,72,30,182,75,2,3,4,2200,3000
0,79,17,173,68,1,3,3,36000,17000
0,81,19,183,70,1,4,4,55500,39000
0,75,31,175,77,1,2,3,4600,9000
0,82,22,174,63,3,3,5,49000,24000
0,81,34,190,79,3,4,5,12500,65000
0,79,27,177,79,1,3,4,19000,50000
0,76,24,176,69,1,3,3,11000,15000
0,80,29,195,80,1,5,4,20500,34000
0,72,25,180,79,1,4,3,3100,1000
0,75,32,176,72,1,2,3,3900,20000
0,79,29,175,70,3,4,4,17000,60000
0,73,30,168,73,2,4,3,2500,14000
0,77,30,182,87,1,4,3,9000,69000
0,74,26,180,72,1,3,3,4600,8000
0,82,29,180,66,2,3,5,30000,85000
0,74,35,186,77,3,4,4,1700,19000
0,79,22,173,65,1,3,3,39500,68000
0,77,25,179,68,2,3,4,14000,110000
0,75,24,181,78,1,3,3,8500,36000
0,78,33,180,75,2,3,3,6500,54000
0,75,27,187,73,1,3,3,6500,22000
2,78,29,178,77,2,4,3,13500,29000
0,76,34,181,76,2,5,4,2800,36000
0,73,26,179,67,2,3,3,3300,32000
0,80,26,175,74,1,3,3,28000,32000
0,72,25,185,83,1,3,3,2900,17000
0,75,21,186,78,1,3,3,11500,37000
0,81,26,174,69,2,3,5,0.0,0
0,81,26,180,75,1,4,2,28000,47000
0,79,26,173,73,2,3,4,13500,50000
0,78,24,178,79,2,5,3,21000,57000
0,75,23,175,70,1,3,3,8500,1000
0,73,28,180,74,1,3,3,2700,900
0,79,22,169,67,1,3,3,26500,86000
0,76,30,176,73,1,2,3,7500,19000
0,77,27,180,72,1,3,4,11000,16000
0,77,30,173,73,2,2,3,9000,23000
0,77,35,189,82,2,3,3,3200,21000
0,75,34,194,85,3,3,3,2600,21000
0,81,26,181,82,1,3,2,24500,43000
0,79,28,172,81,1,5,3,18000,38000
0,76,27,178,70,1,4,4,8000,49000
0,79,30,178,72,2,3,3,15000,51000
0,79,35,179,77,2,3,3,5500,24000
0,75,32,177,74,2,3,4,4600,58000
0,77,30,186,78,1,4,4,10500,51000
0,79,26,185,85,2,3,3,19000,105000
0,75,23,166,68,1,3,3,12000,34000
0,83,25,178,67,3,5,5,48000,180000
0,82,31,179,79,2,4,4,25500,70000
0,85,33,189,76,4,3,3,26500,190000
0,79,33,186,81,3,4,3,8500,51000
0,76,26,182,77,1,2,4,9000,81000
0,74,32,179,75,1,3,3,2800,29000
0,73,31,182,75,1,4,3,2500,28000
0,71,34,178,76,1,4,3,700,5000
0,77,35,186,76,2,3,4,4500,22000
0,75,38,176,70,2,3,4,1900,24000
0,76,21,171,62,1,4,4,17000,7000
0,72,27,177,71,1,2,3,2500,24000
0,75,22,179,71,1,3,3,12500,58000
0,73,29,186,80,1,3,3,2700,38000
0,82,34,181,74,3,5,3,11500,20000
0,75,28,181,74,1,5,3,5500,48000
0,72,24,178,76,1,4,3,3200,35000
0,75,25,186,81,1,3,3,7500,64000
0,85,26,191,85,3,3,4,67500,95000
0,82,30,181,76,3,5,4,29000,135000
0,75,24,186,78,2,3,3,7500,15000
0,83,23,185,78,2,4,3,58000,72000
0,75,26,197,80,1,3,3,7500,42000
0,77,25,165,68,1,3,4,10500,10000
0,84,35,169,61,3,4,4,18000,86000
0,72,27,182,72,1,5,3,2700,21000
0,75,31,180,79,1,4,3,4600,36000
2,75,27,170,63,1,4,3,6000,50000
0,77,25,181,77,1,3,3,14000,25000
0,79,28,182,75,3,3,2,15000,125000
0,75,34,178,73,2,5,4,2600,53000
0,81,29,180,76,2,2,4,25500,40000
0,80,32,182,70,2,5,3,14500,63000
0,75,30,179,74,2,2,3,5500,30000
0,82,29,172,66,2,3,4,30000,24000
0,77,32,180,74,1,2,3,8500,22000
0,74,31,179,72,2,3,3,3500,17000
0,73,23,185,84,1,4,3,4800,11000
0,75,24,174,66,1,5,4,8500,35000
0,77,26,187,76,1,3,3,13000,51000
0,77,28,182,80,1,5,4,11000,1000
0,78,31,180,71,2,3,3,10000,28000
0,75,33,178,80,1,3,3,3500,18000
0,74,27,186,76,1,2,2,4400,20000
0,75,28,170,62,2,4,3,5500,24000
0,78,23,171,70,2,3,5,21000,13000
0,79,23,181,74,1,4,3,35000,32000
0,82,26,180,76,3,4,3,38000,73000
0,78,25,188,73,1,3,3,18000,38000
0,81,28,171,67,2,4,4,26000,72000
0,82,19,176,70,2,4,4,66000,38000
0,74,26,176,69,1,3,3,5000,17000
0,75,30,172,67,2,4,3,4800,58000
0,71,26,180,80,1,3,3,2200,18000
0,77,21,175,62,1,4,4,22500,71000
0,79,26,176,67,1,3,4,20500,12000
0,74,20,181,74,1,2,3,9500,11000
0,69,30,175,70,1,3,3,1200,15000
0,72,26,176,70,1,3,3,2800,9000
0,77,28,181,80,1,4,4,10500,53000
0,77,30,170,73,1,3,3,9000,24000
0,76,25,178,67,1,3,2,10500,12000
0,71,26,182,75,1,4,3,2300,27000
0,78,32,181,76,1,3,3,9500,1000
0,76,29,182,76,1,3,3,6500,40000
0,82,31,182,77,2,3,2,21000,35000
0,76,31,183,76,3,3,3,6000,38000
0,73,27,168,66,1,3,3,3200,8000
0,78,32,186,79,3,3,3,9500,34000
0,80,27,184,75,1,3,2,22500,53000
0,80,25,175,70,1,3,4,28000,73000
0,77,29,175,73,2,3,2,9500,27000
0,72,29,176,81,2,4,4,2300,18000
0,79,29,181,76,2,3,3,14500,85000
0,75,30,182,81,2,3,4,5500,50000
0,73,26,168,69,1,4,4,3600,13000
0,76,25,171,64,1,3,3,0.0,0
0,77,30,176,73,1,4,3,10000,1000
0,75,33,181,77,2,4,4,3500,13000
0,79,21,186,74,1,4,4,39500,41000
0,74,31,185,80,2,4,3,3600,26000
0,73,31,178,75,1,3,4,2500,850
0,76,30,178,75,1,3,3,7000,17000
0,80,28,190,90,2,2,2,20000,90000
0,75,32,175,74,2,3,3,4500,63000
0,78,26,176,66,1,3,3,16000,115000
0,73,31,180,75,1,4,3,2500,18000
0,73,22,178,78,1,3,3,6000,17000
0,73,32,177,70,2,4,3,2100,14000
0,74,32,183,82,1,3,3,3300,33000
0,72,32,187,84,2,4,2,1900,19000
0,74,32,188,78,2,4,3,2800,18000
0,78,26,180,78,2,4,3,18500,82000
0,72,31,179,77,1,4,4,1900,30000
0,74,35,174,78,1,3,3,1300,600
0,76,26,191,88,1,3,4,9500,81000
0,72,27,183,79,1,3,3,2300,16000
0,77,30,188,84,2,3,2,8500,69000
0,73,22,174,73,1,3,4,6000,36000
0,73,28,172,67,1,3,4,3100,4000
0,75,26,169,62,1,3,4,6500,9000
0,76,30,169,72,3,4,5,7000,9000
0,72,24,174,67,1,3,2,4500,11000
0,74,23,179,73,1,3,3,8500,7000
0,86,21,176,73,2,4,5,109000,200000
0,69,34,177,65,1,3,3,500,11000
0,75,26,183,73,1,4,3,7500,46000
0,75,31,175,73,2,4,3,4100,20000
0,76,31,184,79,1,3,3,5500,14000
0,75,25,183,74,1,4,3,7500,28000
0,79,28,171,71,1,2,4,17500,35000
0,77,30,184,80,2,3,3,10000,76000
0,70,24,178,74,1,3,4,2300,16000
1,71,23,178,72,1,3,3,3700,16000
0,77,25,169,62,1,3,4,12500,2000
0,77,28,192,84,2,3,3,11000,53000
0,76,25,180,77,2,3,4,10000,42000
0,76,25,186,76,2,3,3,9500,12000
0,76,21,180,74,1,3,3,17000,32000
0,73,24,183,72,1,3,3,4600,10000
0,69,30,180,76,1,4,3,1200,2000
0,76,27,184,76,1,4,3,8000,2000
0,73,22,177,73,1,3,2,6000,10000
0,80,30,188,83,3,3,3,17500,76000
0,72,26,177,86,2,3,3,2600,35000
0,74,36,175,73,1,3,3,925,16000
0,78,28,165,62,2,3,4,14000,27000
0,79,22,174,63,2,3,3,26000,52000
0,72,28,177,87,2,4,3,2100,9000
0,79,28,170,70,2,3,3,16000,80000
0,75,30,185,79,1,3,2,4700,13000
0,70,21,178,74,1,4,3,3600,7000
0,70,22,175,69,1,3,3,2500,8000
0,73,28,177,73,2,4,4,2800,19000
0,83,29,183,74,2,3,4,35500,74000
0,85,22,189,89,3,3,2,71000,77000
0,73,27,177,73,1,2,3,2800,11000
0,74,30,176,70,1,3,3,4100,20000
0,74,28,179,72,1,3,3,3800,22000
0,76,25,183,74,1,4,4,10500,32000
0,75,22,176,70,1,4,4,9000,36000
0,86,26,179,75,4,3,5,80000,105000
0,73,27,183,77,1,2,3,3200,18000
0,74,34,188,91,2,3,3,2100,15000
0,75,24,183,70,1,3,3,8000,26000
0,76,27,178,65,3,4,3,8000,51000
0,72,27,175,72,1,3,3,2700,16000
0,74,29,170,68,1,3,3,4100,47000
0,74,32,175,70,1,2,3,2900,20000
0,70,28,175,68,1,3,3,1600,7000
0,80,24,187,73,2,3,2,27500,17000
0,75,22,185,75,1,4,3,11500,40000
0,78,27,180,75,3,3,2,15000,95000
0,78,26,181,81,2,4,3,17000,33000
0,76,27,168,65,1,2,5,8500,9000
0,74,23,177,74,1,3,3,9500,35000
0,75,28,188,84,3,4,4,5500,37000
0,78,30,186,79,1,3,2,11500,26000
0,84,22,180,76,3,3,5,61500,155000
0,75,32,186,79,2,4,2,5000,20000
0,78,28,174,70,1,2,4,14000,84000
0,70,25,172,72,2,4,3,0.0,0
0,81,25,184,73,2,3,3,34000,61000
0,75,25,180,71,1,4,3,0.0,0
0,79,24,187,84,2,3,3,23500,61000
0,75,29,180,70,1,3,3,4900,23000
0,81,22,178,68,2,3,4,23500,71000
0,77,30,181,74,1,3,3,9000,55000
0,75,23,178,73,1,3,4,12500,46000
0,79,29,167,59,2,3,4,17000,75000
0,75,22,171,75,1,2,4,9000,40000
0,74,28,175,75,1,3,4,4300,1000
0,70,26,183,73,1,2,3,2100,5000
0,80,22,184,68,2,3,3,31000,69000
0,80,24,178,72,2,4,4,32000,1000
0,73,27,178,71,2,3,4,2900,26000
0,82,33,186,81,3,3,2,14500,30000
0,70,24,180,78,1,4,3,3300,5000
0,82,22,191,86,1,3,3,44500,47000
0,72,28,180,75,2,4,4,2300,30000
0,70,25,174,70,1,3,3,2300,8000
0,73,20,170,61,1,4,3,7500,4000
0,75,23,178,69,1,4,4,9000,9000
0,70,26,175,67,1,3,3,2000,10000
0,71,28,178,70,1,2,3,1900,23000
0,80,34,180,76,2,4,4,10500,58000
0,78,32,186,82,3,2,3,9000,18000
0,79,27,183,73,2,2,4,18500,83000
0,75,25,178,68,1,5,3,7500,17000
0,74,25,175,71,1,4,3,6000,37000
0,75,24,182,76,1,3,2,7000,13000
0,75,31,182,77,2,3,3,3900,16000
0,71,27,173,72,1,3,3,2000,10000
0,75,27,177,67,1,3,3,6000,20000
0,74,24,178,76,1,2,3,6000,23000
0,80,31,188,84,4,4,2,18000,63000
0,71,28,173,70,1,4,3,0.0,0
0,71,31,176,72,2,4,3,1500,13000
0,78,24,192,90,2,3,3,21500,29000
0,70,25,175,75,1,3,3,2100,22000
0,80,26,184,76,3,4,4,28000,125000
0,76,27,174,64,2,3,3,8000,37000
0,68,28,170,67,1,4,3,1100,6000
0,74,23,177,70,1,3,3,6500,51000
0,75,28,179,70,1,2,4,5000,52000
0,75,22,183,73,1,3,3,12500,55000
0,73,23,178,75,1,3,3,5500,19000
0,76,30,163,69,1,3,4,7000,1000
0,79,19,181,70,1,5,4,38000,62000
0,71,33,183,80,1,3,3,900,12000
0,76,23,190,86,1,3,2,15500,900
2,70,30,173,72,1,3,3,1500,6000
0,77,29,172,71,2,2,3,9500,45000
0,75,24,177,71,2,3,4,6500,49000
0,80,24,180,66,1,4,3,29000,77000
0,70,29,171,68,1,4,3,1600,21000
0,76,30,190,87,2,2,3,7500,15000
0,72,33,182,76,2,4,4,1400,10000
0,80,24,180,72,2,2,4,32000,58000
0,71,28,183,77,1,3,3,1900,15000
0,82,31,185,72,2,2,2,21000,44000
0,84,23,188,81,1,4,4,66500,90000
0,75,31,165,68,3,4,4,4700,9000
0,76,36,178,63,3,4,3,1500,23000
0,71,20,186,77,1,3,2,2400,500
0,78,31,182,78,2,4,4,11500,45000
0,79,35,188,74,3,3,2,3000,90000
0,75,31,180,82,1,3,3,4100,29000
0,80,27,186,78,1,4,3,24500,63000
0,76,28,186,76,2,5,4,7500,85000
0,78,26,185,80,1,3,3,16000,69000
0,79,28,180,73,1,3,3,16000,53000
0,71,34,176,74,1,4,3,875,10000
0,74,30,179,74,1,3,3,3600,45000
0,72,26,173,68,1,3,3,2800,10000
0,77,32,177,75,2,3,3,8500,20000
0,79,27,184,80,1,2,3,20000,16000
0,75,31,170,68,2,3,3,4600,11000
0,70,25,177,68,1,4,3,2000,3000
0,75,24,180,72,1,3,3,7500,37000
0,70,31,183,87,1,3,3,1300,2000
0,78,24,187,79,2,2,3,20000,22000
0,76,28,163,70,1,4,3,7500,74000
0,75,28,189,84,1,3,3,5500,14000
0,74,24,184,79,1,3,3,6500,34000
0,70,26,182,74,1,3,3,2000,19000
0,72,29,179,74,1,3,3,2300,12000
0,76,25,173,70,1,2,3,10000,49000
0,73,27,177,72,1,3,3,3200,1000
0,74,31,186,80,2,3,3,3100,11000
0,74,27,175,73,1,4,3,4500,8000
0,77,35,172,70,3,4,3,4500,22000
0,82,40,195,102,5,4,5,0.0,63000
1,77,31,178,64,2,3,4,0.0,0
1,72,25,183,78,1,2,3,3100,18000
0,75,24,187,78,1,3,2,0.0,0
0,70,21,169,65,1,3,3,3400,18000
0,73,29,175,66,1,3,3,2700,5000
0,75,27,180,77,1,2,3,5500,49000
0,73,31,175,69,1,3,2,2100,21000
0,72,30,171,66,1,4,4,2300,31000
0,72,24,177,75,1,3,3,3700,11000
0,70,25,177,76,1,3,3,2100,10000
2,70,28,168,64,1,4,3,1600,8000
0,76,26,186,83,2,4,3,9000,33000
0,72,25,180,69,1,3,4,3100,16000
0,76,24,175,71,1,4,2,0.0,0
0,74,28,178,71,1,4,3,4200,23000
0,73,20,182,70,1,4,3,7500,10000
0,73,21,177,71,1,3,4,7000,11000
0,72,32,184,78,1,3,2,1600,37000
0,79,32,184,81,2,3,4,14000,55000
0,74,28,174,70,1,3,3,4300,14000
0,77,29,178,73,3,3,4,10500,63000
0,70,23,168,61,1,3,3,3200,8000
0,72,25,185,75,1,3,3,0.0,0
0,73,30,182,75,1,2,3,2600,22000
0,81,26,187,91,2,4,2,26500,51000
0,78,31,175,77,3,4,4,11500,76000
0,73,23,184,75,1,3,3,4600,31000
0,75,36,175,70,2,4,4,1800,16000
0,77,24,181,68,2,4,3,14500,15000
0,70,25,180,74,1,3,4,2200,12000
0,83,28,188,76,2,4,3,34500,150000
0,76,26,183,78,2,3,3,8500,42000
0,76,31,177,73,2,4,4,6500,110000
0,83,33,170,72,3,5,3,15500,50000
0,75,20,188,86,1,3,4,12500,72000
0,76,34,175,70,2,4,4,3500,20000
0,76,24,174,81,1,4,4,12000,13000
0,75,26,186,83,1,3,3,5500,33000
0,76,25,180,78,2,3,3,9000,45000
0,75,24,181,70,1,3,2,7000,39000
0,79,26,175,69,2,3,4,20500,34000
0,72,26,178,71,1,2,3,2900,14000
0,74,31,174,61,1,3,3,3100,24000
0,72,28,183,65,1,4,3,2400,22000
0,80,27,189,75,1,4,4,23000,75000
0,76,33,187,82,2,3,4,4700,6000
0,77,25,175,75,1,2,2,13000,42000
0,80,28,177,73,3,4,4,21500,26000
0,71,27,174,70,1,3,3,2100,14000
0,76,24,187,83,1,4,4,12000,46000
0,86,28,191,85,3,3,2,64500,195000
0,81,33,177,77,3,2,4,16000,14000
0,78,34,169,66,1,3,2,5000,37000
0,72,26,178,70,1,5,4,3100,11000
0,75,33,169,67,1,3,2,2800,32000
0,76,26,175,70,2,4,4,9000,30000
0,71,28,176,68,1,3,3,1900,3000
0,70,31,164,63,1,3,3,1300,500
0,71,23,185,73,1,4,3,2800,7000
0,76,23,179,68,1,4,3,16500,11000
0,83,35,194,85,4,3,2,9500,110000
0,76,28,187,77,1,3,3,6500,42000
0,78,29,180,70,1,5,4,14000,11000
0,71,27,183,76,1,3,3,2100,850
0,84,22,170,68,2,3,4,61500,70000
0,76,21,185,75,1,4,4,17000,60000
0,75,29,183,85,2,2,2,4900,32000
2,80,25,184,76,2,4,3,26500,34000
0,72,26,183,76,1,3,3,3000,9000
0,70,24,172,70,1,4,3,2300,19000
0,76,32,174,71,1,3,3,6000,1000
0,75,30,173,68,1,4,4,5500,18000
0,76,23,185,77,1,3,3,11500,35000
0,70,30,185,82,1,3,3,1300,8000
0,78,33,180,73,2,4,4,9000,35000
0,72,28,178,72,1,3,3,2100,17000
0,75,22,178,70,1,3,4,12000,53000
0,78,22,175,65,1,3,4,31500,43000
0,72,25,172,66,1,4,4,3100,18000
0,74,32,179,72,1,3,3,3300,13000
0,76,22,180,73,1,3,3,10000,42000
0,81,29,186,83,1,4,4,25500,22000
0,78,36,171,77,3,3,4,4800,16000
0,74,31,175,72,1,3,3,3500,22000
0,71,31,174,72,1,2,3,1500,14000
0,75,21,182,69,1,3,2,12500,9000
0,75,26,175,70,1,3,3,6500,36000
0,74,30,180,72,1,3,3,3600,850
0,73,26,177,80,1,3,3,3600,12000
0,78,31,179,70,1,3,3,11500,65000
0,72,25,179,72,1,3,3,3000,6000
0,72,24,189,75,1,3,3,4700,14000
0,72,24,174,69,1,2,3,3200,11000
0,70,23,175,74,1,3,2,2500,16000
0,76,26,176,65,1,3,3,9000,71000
0,79,23,165,64,1,3,3,24500,22000
0,70,31,174,72,1,4,3,1300,11000
0,79,27,171,67,1,4,4,18500,71000
0,79,29,185,82,3,2,3,15000,80000
0,75,22,178,70,1,2,4,12500,55000
0,77,25,180,70,2,3,4,12500,24000
0,73,29,180,73,1,3,3,3000,47000
0,73,28,175,75,1,3,3,3100,8000
0,76,33,173,74,2,4,3,3900,17000
0,73,29,178,65,1,4,3,3000,44000
0,73,23,177,75,1,3,3,6000,10000
0,72,32,169,61,1,2,3,1800,11000
0,70,29,171,68,2,4,3,1300,5000
0,75,24,175,75,1,3,3,7500,11000
0,75,22,179,66,1,3,3,12000,10000
0,72,22,179,73,1,3,2,5000,10000
1,75,28,179,76,1,5,3,6000,15000
0,73,33,180,79,2,2,3,1500,14000
0,72,30,176,70,1,2,3,2000,17000
0,81,38,189,80,3,4,3,0.0,0
0,72,25,177,74,1,3,3,3400,14000
0,75,31,186,84,1,2,3,4600,49000
0,76,23,188,82,1,3,3,10500,52000
0,75,34,178,66,1,3,3,1900,42000
0,79,25,191,86,1,3,3,26000,33000
0,72,27,172,66,1,2,3,2500,8000
0,74,34,189,80,2,3,3,1500,11000
1,72,28,179,77,1,4,3,2300,7000
0,76,24,185,74,1,4,3,15000,34000
0,71,21,167,71,1,3,2,4200,9000
0,74,25,180,71,1,3,3,5000,22000
0,73,28,186,80,1,3,3,3000,11000
0,82,23,177,69,3,4,4,48000,120000
0,77,26,183,79,1,2,4,14000,23000
0,73,19,183,78,1,5,3,6500,18000
0,76,35,183,75,3,3,2,900,70000
0,77,24,171,76,1,4,3,16000,35000
0,76,31,173,72,2,3,4,6000,30000
0,76,22,183,70,1,2,3,11500,33000
0,74,33,182,67,1,3,3,2100,19000
0,75,35,168,71,1,3,4,2300,15000
0,79,33,194,83,3,3,3,8500,60000
0,75,19,167,63,1,4,4,12000,5000
0,84,36,193,80,3,5,3,14500,80000
0,73,29,182,79,1,3,2,2600,8000
0,75,25,167,64,1,3,3,7000,21000
0,73,25,177,73,1,3,2,4400,750
0,75,36,179,77,1,3,3,1100,6000
0,72,25,177,71,1,3,3,3200,23000
0,78,34,182,84,2,4,3,7000,2000
0,72,27,180,65,1,3,4,2700,13000
0,69,20,178,68,1,3,3,3300,500
0,75,24,195,96,1,3,3,8000,22000
0,74,26,180,88,1,4,3,5500,18000
0,77,25,185,79,2,4,3,13000,41000
0,74,27,180,72,1,2,3,4100,15000
0,75,29,183,78,1,3,3,4900,29000
0,73,23,183,77,1,4,3,4600,25000
0,79,28,175,70,2,4,3,18000,42000
0,73,27,180,77,1,3,2,3100,4000
0,76,25,185,79,2,3,3,9000,37000
0,71,36,177,74,1,4,3,600,8000
1,72,21,184,81,1,4,3,5000,6000
0,77,27,188,86,1,3,2,10500,48000
0,76,26,181,73,2,1,4,9000,66000
0,78,33,185,80,2,4,4,9000,45000
0,77,24,184,69,1,3,3,15000,17000
0,75,26,182,75,1,2,2,7000,8000
0,73,27,181,75,2,4,4,3500,22000
0,75,23,179,68,2,4,4,9000,22000
0,75,27,175,72,1,3,3,6000,44000
1,72,28,187,82,1,4,2,2200,6000
0,79,27,178,74,3,2,3,18500,76000
0,68,22,173,73,1,3,3,2700,7000
0,80,21,179,77,2,3,3,44500,14000
0,81,21,174,64,1,4,4,52500,130000
0,68,33,184,75,1,3,3,750,4000
0,78,31,174,69,2,4,4,12000,45000
0,78,29,187,88,1,4,3,14000,18000
0,72,32,180,71,1,3,3,1600,9000
0,72,26,183,72,1,3,3,2800,33000
0,77,27,184,83,2,3,3,10000,50000
0,78,31,169,66,2,4,4,12000,12000
0,72,34,182,78,1,3,3,800,12000
0,69,33,180,70,1,2,3,875,6000
0,71,32,184,78,1,3,3,1500,9000
0,71,30,185,78,1,3,3,1500,20000
0,78,30,183,82,2,3,2,11500,12000
0,74,20,178,72,1,3,3,8500,23000
0,74,20,177,73,1,3,3,8500,10000
0,72,35,180,74,1,3,3,525,4000
0,78,29,168,67,2,2,4,14000,16000
0,71,31,189,79,1,4,3,1300,5000
0,76,27,183,73,2,2,3,8500,41000
0,75,34,187,78,3,3,3,1900,32000
0,77,32,185,79,2,4,3,8500,47000
0,75,31,187,77,1,3,3,4800,31000
0,70,34,173,70,1,4,3,725,7000
0,74,24,175,74,1,3,3,6000,39000
0,82,28,191,86,3,3,2,29000,40000
0,74,23,175,69,1,4,4,8500,34000
0,74,28,180,76,1,4,3,4300,110000
0,77,31,189,83,2,3,3,7500,48000
0,70,26,177,70,1,3,3,2000,650
0,78,27,175,70,2,4,3,16000,29000
0,74,23,178,74,1,3,3,9000,13000
0,78,22,184,69,1,3,2,26500,47000
0,77,25,181,67,1,2,3,13000,25000
0,72,28,179,74,1,4,3,2300,7000
0,70,33,177,75,1,4,3,825,600
0,72,23,189,84,1,4,3,4700,19000
0,79,30,180,66,2,3,4,17000,95000
0,81,22,192,82,2,3,2,34000,30000
0,76,26,177,79,1,4,3,9500,53000
0,82,28,190,82,3,3,3,31000,68000
0,79,36,180,80,3,2,4,5500,11000
0,69,29,181,79,1,3,3,1400,5000
0,74,29,184,76,1,3,3,4100,24000
0,72,28,173,71,1,4,4,2400,31000
0,84,35,190,85,3,4,2,11000,95000
0,76,25,175,70,1,4,4,10000,17000
0,69,29,180,76,1,2,2,1200,600
0,76,28,188,77,2,3,3,6500,50000
0,75,19,171,69,1,3,4,12000,9000
0,75,28,178,70,1,4,4,5500,34000
0,81,30,177,76,3,4,4,25000,62000
0,77,27,169,71,1,3,3,11000,22000
0,76,27,173,71,1,5,3,9000,10000
0,77,25,175,70,1,3,4,14000,38000
0,72,39,187,83,2,3,2,750,22000
0,74,26,177,73,1,4,4,5000,37000
0,80,27,187,80,2,4,3,21000,105000
0,74,25,184,82,1,4,3,4900,30000
0,70,23,185,75,1,3,2,2500,19000
0,75,25,184,78,2,3,3,7000,31000
0,72,28,180,75,2,3,2,2300,6000
1,73,26,174,64,1,4,3,3600,14000
0,72,22,181,74,1,3,4,5000,4000
0,77,31,184,94,2,3,3,9000,42000
0,70,23,178,77,1,4,3,2400,8000
0,75,24,180,70,1,3,3,7500,31000
0,77,24,173,77,1,3,3,0.0,0
0,70,28,175,74,1,3,3,1600,20000
0,80,34,188,82,3,4,3,4500,80000
0,75,31,176,82,2,4,4,4800,24000
0,75,36,174,75,3,2,3,775,50000
0,73,26,178,69,1,3,3,4000,11000
0,83,26,189,80,3,3,2,42000,95000
0,76,30,175,73,2,4,4,7000,37000
0,73,30,178,73,1,3,3,2900,28000
0,68,25,180,80,1,3,3,1800,2000
0,75,26,175,71,1,3,3,7500,22000
0,76,31,180,72,2,4,3,6000,21000
0,77,28,171,78,1,3,3,7000,80000
0,72,33,180,81,1,3,3,1200,9000
0,79,24,175,70,2,4,4,28000,48000
0,73,26,186,78,1,3,4,3300,17000
0,77,21,182,77,1,3,3,23500,11000
0,75,35,173,66,2,3,4,2300,57000
0,75,35,178,73,3,4,3,2300,10000
0,72,22,184,81,1,5,3,4700,10000
0,80,24,183,72,2,2,3,26500,90000
0,76,21,181,79,1,3,3,17000,22000
0,75,22,166,66,1,3,4,12500,18000
0,78,28,185,71,2,3,3,14500,48000
0,77,23,178,74,1,3,3,16000,10000
0,73,20,179,70,1,4,3,7500,47000
0,72,29,180,76,2,5,3,3000,42000
0,76,26,176,80,1,3,5,10000,36000
0,74,28,187,87,2,3,3,3800,23000
0,75,25,181,75,2,4,3,6000,22000
0,70,28,177,69,1,3,3,1600,5000
0,79,36,174,73,4,3,2,3400,15000
0,69,24,176,70,1,3,2,2000,6000
